"resource_type","display_name","region","lifecycle_state","compartment_id","ocid","time_created","freeform_tags","defined_tags"
"Group","99GISS.Cloud_Kubernetes_admin",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.group.oc19..aaaaaaaaoaq3imbqwn7m63uetmvbi2itor63vkvdsf5xszgi5drzcjt2osra","2026-03-23T10:35:11.322000+00:00","{}","{}"
"Group","99GISS.Cloud_Non-Pro_ICAV_admin",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.group.oc19..aaaaaaaawhuqrucllpcjb4m5t3ihsmcmic4xpyk6quboeqircvk5yqjvi2mq","2026-03-23T10:35:11.284000+00:00","{}","{}"
"Group","99GISS.Cloud_Audit_viewer",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.group.oc19..aaaaaaaahaevwfqluel2h2yi2hc4flfglqo3xbs2srytt7oz7r6auquia3ha","2026-03-23T10:35:11.097000+00:00","{}","{}"
"Group","99GISS.Cloud_Non-Pro_DED_IAGD_viewer",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.group.oc19..aaaaaaaai2ptwf6yl6pwprpnw5seymfds376qdtpsl6jzmcbfy4obzxzk2yq","2026-03-23T10:35:11.050000+00:00","{}","{}"
"Group","99GISS.Cloud_Billing_admin",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.group.oc19..aaaaaaaapibniy5sewqx5arngey7dc44ohrd547q6rj7w5mxu5qasbkhijhq","2026-03-23T10:35:11.034000+00:00","{}","{}"
"Group","99GISS.Cloud_Monitoring_admin",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.group.oc19..aaaaaaaa4y6rewyjyvh3r6vtlol2ye7pko6l4foleiosvtuphn536wciaatq","2026-03-23T10:35:10.873000+00:00","{}","{}"
"Group","99GISS.Cloud_Pro_DED_IAGD_viewer",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.group.oc19..aaaaaaaa4n3upxnsvowii5mskjulupxdrg65uzijxjz4r4z2rm4jtlinzifq","2026-03-23T10:35:00.247000+00:00","{}","{}"
"Group","99GISS.Cloud_DevOps_admin",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.group.oc19..aaaaaaaak3it7ea3crpzeybfwvlmuq5agdl542vvjv62ksptitgtwpekqfta","2026-03-23T10:35:00.037000+00:00","{}","{}"
"Group","99GISS.Cloud_MarketplaceSuscriber",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.group.oc19..aaaaaaaaooe7utaoeuujjzwoaugjoohofnjxn2ffmtn5xpj7lnqb2tayzbia","2026-03-23T10:35:00.020000+00:00","{}","{}"
"Group","99GISS.Cloud_Security_Recaptcha_admin",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.group.oc19..aaaaaaaa2vx63okzi4z3zeauuykp7lxfgpnsqtr2p7smgxsj57fjnhfhsvaa","2026-03-23T10:34:59.894000+00:00","{}","{}"
