"resource_type","display_name","region","lifecycle_state","compartment_id","ocid","time_created","freeform_tags","defined_tags"
"App","Azure EntraID",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaaqewfljqaxz3ylygd52od6p2dlmexnq2355uba5gb32hhljnpan4a","2026-03-13T11:40:48.205000+00:00","{}","{""Oracle-Tags"":{""CreatedBy"":""default/jorge.e.torlaschi@accenture.com"",""CreatedOn"":""2026-03-13T11:40:48.184Z""}}"
"App","IAM DataSafe",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaaaqtp5baam5o252jlw64mudserplb73vfaxhm3pqjbpyhjpedugua","2026-03-10T14:42:49.219000+00:00","{}","{}"
"App","OCI Console",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaaaqtp5baatdsrxcrkvvzlibxmkvmdeknoo7nihkartje4ciwfskca","2026-03-10T14:42:49.108000+00:00","{}","{}"
"App","IAM LoginClient",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaaqewfljqa2vemdrbusfoo5barwz2so6m7laypryuvqw5n5otg6brq","2026-03-10T14:42:46.224000+00:00","{}","{}"
"App","ID Bridge",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaaxe2n6gaav7n6hsa3n7s5nnxu2n4wnjrx5an652rbums3baifnpqq","2026-03-05T10:59:57.238000+00:00","{}","{}"
"App","IAM DataSafe",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaaaqtp5baalkj6jxvjtx6feozw6aynvdc5do53lymfan7gzndrtmwq","2026-03-02T14:49:06.078000+00:00","{}","{}"
"App","OCI Console",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaaaqtp5baargflrc2bwdq3w4jcu7z7qro7c5ssueqymcisvsmrozkq","2026-03-02T14:49:05.973000+00:00","{}","{}"
"App","IAM LoginClient",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaaxe2n6gaahxccmbphwlkly72paqoyxuf2igd37ywgpc2en3kys4ra","2026-03-02T14:49:03.255000+00:00","{}","{}"
"App","IDCS Application",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaaxe2n6gaanqmd3jvmmazxzc3bflu43ui6b3uydagzv3pudy4jye7q","2026-03-02T14:49:02.774000+00:00","{}","{}"
"App","IAM DataSafe",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaaaqtp5baab3fjhi3pslvlqlrsw7fs63qlh3ka7upi2sxwq4fb4hiq","2026-02-27T12:27:02.819000+00:00","{}","{}"
"App","OCI Console",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaaaqtp5baa74jqv7olhlcqprs7hbeulb2mdo22mxnolzgn7ok4e7qa","2026-02-27T12:27:02.700000+00:00","{}","{}"
"App","IAM LoginClient",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaauqg3c3iahp3bxp6gri36tq7ed3dchzeic2nmoydl4yss4nrc3jea","2026-02-27T12:26:59.888000+00:00","{}","{}"
"App","IDCS Application",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaauqg3c3ia2i53rxf7yovxyx2zewfhtxnex3tcyuh7thii3sulr76a","2026-02-27T12:26:59.393000+00:00","{}","{}"
"App","IAM DataSafe",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaaaqtp5baai3mfsckdtzfn7cmf5pp6jnqbpb644u4girjgna45basq","2026-02-20T08:33:41.300000+00:00","{}","{}"
"App","OCI Console",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaaaqtp5baanahzpoouz6ib5dbxh4bhnesfvuwdyovovgzellaxphva","2026-02-20T08:33:41.189000+00:00","{}","{}"
"App","IAM LoginClient",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaapwdctiqa2rh3hla5ee6anh6bfcdn4vpybumw7eiecsyqzg62scua","2026-02-20T08:33:38.109000+00:00","{}","{}"
"App","IDCS Application",,,"ocid1.tenancy.oc19..aaaaaaaa4ftkyx3ao73kndo3mbltj6gtbf27mxbgpu65a33ipgo2wqyj4zba","ocid1.domainapp.oc19.eu-madrid-2.amaaaaaapwdctiqa6pp3fhq2gonrt53tyb2l4jg7rfm64shsqshhrlkmt2oa","2026-02-20T08:33:37.493000+00:00","{}","{}"
